File name	Line	Function	Duration[ms]	Explored nodes
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEGanancias.cs	17	_SistemaVeterinaria.Entidades.ClsEGanancias.Save$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEGanancias.cs	26	_SistemaVeterinaria.Entidades.ClsEGanancias.Update$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEGanancias.cs	31	_SistemaVeterinaria.Entidades.ClsEGanancias.Search$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEHistorial.cs	18	_SistemaVeterinaria.Entidades.ClsEHistorial.Save$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEHistorial.cs	27	_SistemaVeterinaria.Entidades.ClsEHistorial.Update$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEHistorial.cs	32	_SistemaVeterinaria.Entidades.ClsEHistorial.Search$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEMantenimientos.cs	19	_SistemaVeterinaria.Entidades.ClsEMantenimientos.Save$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEMantenimientos.cs	28	_SistemaVeterinaria.Entidades.ClsEMantenimientos.Update$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEMantenimientos.cs	33	_SistemaVeterinaria.Entidades.ClsEMantenimientos.Search$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEMascota.cs	22	_SistemaVeterinaria.Entidades.ClsEMascota.Save$string.string.string.string.string.string.string.string$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEMascota.cs	40	_SistemaVeterinaria.Entidades.ClsEMascota.Update$string.string.string.string.string.string.string.string$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEMascota.cs	52	_SistemaVeterinaria.Entidades.ClsEMascota.Search$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEServicios.cs	22	_SistemaVeterinaria.Entidades.ClsEServicios.Save$string.string.string.string.string.string$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEServicios.cs	38	_SistemaVeterinaria.Entidades.ClsEServicios.Update$string.string.string.string.string.string$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEServicios.cs	48	_SistemaVeterinaria.Entidades.ClsEServicios.Search$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEtratamientos.cs	21	_SistemaVeterinaria.Entidades.ClsEtratamientos.Save$string.string.string.string.string.string.string.string$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEtratamientos.cs	39	_SistemaVeterinaria.Entidades.ClsEtratamientos.Update$string.string.string.string.string.string.string.string$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Entidades\ClsEtratamientos.cs	51	_SistemaVeterinaria.Entidades.ClsEtratamientos.Search$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNAgenda.cs	22	_SistemaVeterinaria.Negocios.ClsNAgenda.MtdListarTodo$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNAgenda.cs	119	_SistemaVeterinaria.Negocios.ClsNAgenda.MtdBuscarMySql$SistemaVeterinaria.Entidades.ClsEAgenda$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNClientes.cs	22	_SistemaVeterinaria.Negocios.ClsNClientes.MtdListarTodo$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNClientes.cs	132	_SistemaVeterinaria.Negocios.ClsNClientes.MtdBuscarMySql$SistemaVeterinaria.Entidades.ClsEClientes$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNEmpleados.cs	22	_SistemaVeterinaria.Negocios.ClsNEmpleados.MtdListarTodo$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNEmpleados.cs	118	_SistemaVeterinaria.Negocios.ClsNEmpleados.MtdBuscarMySql$SistemaVeterinaria.Entidades.ClsEEmpleados$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNEmpleados.cs	135	_SistemaVeterinaria.Negocios.ClsNEmpleados.MtdVAlidarLogin$SistemaVeterinaria.Entidades.ClsEEmpleados$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNGanancias.cs	21	_SistemaVeterinaria.Negocios.ClsNGanancias.MtdBuscarVacuna$SistemaVeterinaria.Entidades.ClsEGanancias$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNGanancias.cs	40	_SistemaVeterinaria.Negocios.ClsNGanancias.MtdBuscarMantenimiento$SistemaVeterinaria.Entidades.ClsEGanancias$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNGanancias.cs	59	_SistemaVeterinaria.Negocios.ClsNGanancias.MtdBuscarTratamiento$SistemaVeterinaria.Entidades.ClsEGanancias$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNHistorial.cs	22	_SistemaVeterinaria.Negocios.ClsNHistorial.MtdBuscarMascota$SistemaVeterinaria.Entidades.ClsEHistorial$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNHistorial.cs	40	_SistemaVeterinaria.Negocios.ClsNHistorial.MtdBuscarVacunas$SistemaVeterinaria.Entidades.ClsEHistorial$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNHistorial.cs	59	_SistemaVeterinaria.Negocios.ClsNHistorial.MtdBuscarMantenimiento$SistemaVeterinaria.Entidades.ClsEHistorial$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNHistorial.cs	79	_SistemaVeterinaria.Negocios.ClsNHistorial.MtdBuscarTratamiento$SistemaVeterinaria.Entidades.ClsEHistorial$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNMantenimiento.cs	22	_SistemaVeterinaria.Negocios.ClsNMantenimiento.MtdListarTodo$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNMantenimiento.cs	109	_SistemaVeterinaria.Negocios.ClsNMantenimiento.MtdBuscarMySql$SistemaVeterinaria.Entidades.ClsEMantenimientos$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNMascota.cs	22	_SistemaVeterinaria.Negocios.ClsNMascota.MtdListarTodo$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNMascota.cs	117	_SistemaVeterinaria.Negocios.ClsNMascota.MtdBuscarMySql$SistemaVeterinaria.Entidades.ClsEMascota$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNMascota.cs	135	_SistemaVeterinaria.Negocios.ClsNMascota.MtdBuscarMascota$SistemaVeterinaria.Entidades.ClsEMascota$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNServicios.cs	22	_SistemaVeterinaria.Negocios.ClsNServicios.MtdListarTodo$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNServicios.cs	107	_SistemaVeterinaria.Negocios.ClsNServicios.MtdBuscarMySql$SistemaVeterinaria.Entidades.ClsEServicios$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNTratamientos.cs	22	_SistemaVeterinaria.Negocios.ClsNTratamientos.MtdListarTodo$$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Negocios\ClsNTratamientos.cs	116	_SistemaVeterinaria.Negocios.ClsNTratamientos.MtdBuscarMySql$SistemaVeterinaria.Entidades.ClsEtratamientos$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.Designer.cs	28	_SistemaVeterinaria.Principal.FrmAgenda.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	25	_SistemaVeterinaria.Principal.FrmAgenda.FrmAgenda_Load$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	31	_SistemaVeterinaria.Principal.FrmAgenda.btnNuevo_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	35	_SistemaVeterinaria.Principal.FrmAgenda.MtdLimpiarCajas$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	51	_SistemaVeterinaria.Principal.FrmAgenda.btnGuardar_Click$object.System.EventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	75	_SistemaVeterinaria.Principal.FrmAgenda.btnModificar_Click$object.System.EventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	100	_SistemaVeterinaria.Principal.FrmAgenda.listar$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	106	_SistemaVeterinaria.Principal.FrmAgenda.btnListar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	113	_SistemaVeterinaria.Principal.FrmAgenda.btnBuscar1_Click_1$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	135	_SistemaVeterinaria.Principal.FrmAgenda.btnBuscar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	145	_SistemaVeterinaria.Principal.FrmAgenda.dgvAgenda_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	5
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	210	_SistemaVeterinaria.Principal.FrmAgenda.GenerarDocumentos$iTextSharp.text.Document$	40	1503
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	255	_SistemaVeterinaria.Principal.FrmAgenda.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	7	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmAgenda.cs	265	_SistemaVeterinaria.Principal.FrmAgenda.txtDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.Designer.cs	28	_SistemaVeterinaria.Principal.FrmClientes.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	26	_SistemaVeterinaria.Principal.FrmClientes.FrmRegistro_Load$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	31	_SistemaVeterinaria.Principal.FrmClientes.btnNuevos_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	35	_SistemaVeterinaria.Principal.FrmClientes.MtdLimpiarCajas$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	49	_SistemaVeterinaria.Principal.FrmClientes.btnGuardar_Click$object.System.EventArgs$	0	21
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	76	_SistemaVeterinaria.Principal.FrmClientes.btnModificar_Click$object.System.EventArgs$	0	21
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	103	_SistemaVeterinaria.Principal.FrmClientes.btnEliminar_Click$object.System.EventArgs$	0	21
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	121	_SistemaVeterinaria.Principal.FrmClientes.listar$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	126	_SistemaVeterinaria.Principal.FrmClientes.btnListar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	131	_SistemaVeterinaria.Principal.FrmClientes.btnBuscar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	142	_SistemaVeterinaria.Principal.FrmClientes.textDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	158	_SistemaVeterinaria.Principal.FrmClientes.dgvClientes_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	5
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	175	_SistemaVeterinaria.Principal.FrmClientes.textBuscar_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	241	_SistemaVeterinaria.Principal.FrmClientes.GenerarDocumentos$iTextSharp.text.Document$	42	1503
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	286	_SistemaVeterinaria.Principal.FrmClientes.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	7	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	296	_SistemaVeterinaria.Principal.FrmClientes.txtNombres_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	316	_SistemaVeterinaria.Principal.FrmClientes.txtApellidos_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	336	_SistemaVeterinaria.Principal.FrmClientes.txtDireccion_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmClientes.cs	356	_SistemaVeterinaria.Principal.FrmClientes.txtTelefono_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.Designer.cs	28	_SistemaVeterinaria.Principal.FrmEmpleado.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	25	_SistemaVeterinaria.Principal.FrmEmpleado.FrmEmpleado_Load$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	30	_SistemaVeterinaria.Principal.FrmEmpleado.btnNuevo_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	34	_SistemaVeterinaria.Principal.FrmEmpleado.MtdLimpiarCajas$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	124	_SistemaVeterinaria.Principal.FrmEmpleado.listar$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	129	_SistemaVeterinaria.Principal.FrmEmpleado.btnListar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	134	_SistemaVeterinaria.Principal.FrmEmpleado.btnBuscar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	143	_SistemaVeterinaria.Principal.FrmEmpleado.dgvEmpleado_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	13
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	160	_SistemaVeterinaria.Principal.FrmEmpleado.txtDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	226	_SistemaVeterinaria.Principal.FrmEmpleado.GenerarDocumentos$iTextSharp.text.Document$	43	1503
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	271	_SistemaVeterinaria.Principal.FrmEmpleado.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	7	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	281	_SistemaVeterinaria.Principal.FrmEmpleado.txtNombres_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	301	_SistemaVeterinaria.Principal.FrmEmpleado.txtApellidos_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	321	_SistemaVeterinaria.Principal.FrmEmpleado.txtDireccion_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	341	_SistemaVeterinaria.Principal.FrmEmpleado.txtClave_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmEmpleado.cs	357	_SistemaVeterinaria.Principal.FrmEmpleado.txtBuscar_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmGanancias.Designer.cs	28	_SistemaVeterinaria.Principal.FrmGanancias.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmGanancias.cs	21	_SistemaVeterinaria.Principal.FrmGanancias.FrmGanancias_Load$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmGanancias.cs	27	_SistemaVeterinaria.Principal.FrmGanancias.materialRaisedButton1_Click$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmGanancias.cs	32	_SistemaVeterinaria.Principal.FrmGanancias.btnCalcular_Click$object.System.EventArgs$	5	431
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.Designer.cs	28	_SistemaVeterinaria.Principal.FrmHistorial.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	51	_SistemaVeterinaria.Principal.FrmHistorial.FrmHistorial_Load$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	56	_SistemaVeterinaria.Principal.FrmHistorial.btnBuscar_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	81	_SistemaVeterinaria.Principal.FrmHistorial.btnVacunas_Click$object.System.EventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	97	_SistemaVeterinaria.Principal.FrmHistorial.txtDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	113	_SistemaVeterinaria.Principal.FrmHistorial.btnMantenimientos_Click$object.System.EventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	127	_SistemaVeterinaria.Principal.FrmHistorial.btnTratamientos_Click$object.System.EventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	191	_SistemaVeterinaria.Principal.FrmHistorial.GenerarDocumentos$iTextSharp.text.Document$	41	1503
